"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"35","Cellphone","SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Lilac","R.T.","Reviewed in the United States on July 1, 2024","5.0 out of 5 stars","I've had my Samsung Galaxy A35 for just over one month. I looked at a lot of reviews before pulling the trigger and I shopped a few brands.1st - 4 Android upgrades (1/yr) and 5 years of security patches CAN'T BE BEAT at this price point.2nd - IP67 dust/water resistant (up to 1m for 30 min).Great screen (Super AMOLED, 120Hz, 1000 nits) and the adaptive brightness works super well (High Brightness Mode). Solid build with Victus Glass front and rear on a plastic frame. 5000 mAh battery and 25W charging give longevity and fast top ups. The 5nm Exynos 1380 chipset has 4x2.4 GHz & 4x2.0 GHz processors along with 6GB RAM, 128GB internal storage and micro SDXC slot. Plenty of power and storage under the hood for all except maybe the hardcore power users and game junkies. A fantastic all-around phone for most users. Fingerprint reader under the screen works great providing accurate and fast access to the device. Stereo speakers have plenty of volume and a pleasing tone for streaming videos. Audiophiles will want quality ear buds regardless of the speakers. The sound is well tuned for normal use. Calls are clear and trouble free.I don't really do selfies; the front camera is 13MP of acceptable. Not horrible, not wow.Let's talk triple rear cameras. 50 MP, f/1.8, (wide) with PDAF (phase detection auto focus) and OIS (optical image stabilization - way better then electronic image stabilization) + 8 MP, f/2.2 (ultrawide) + 5 MP, f/2.4, (macro). Like their displays, Samsung also makes their own camera sensors and know what they are about in both departments. In my experience, the biggest limiter on phone cameras is the controlling software. Here Samsung gives you acceptable level software. No brand name glass (like Zeiss or Leica) for the lenses. The cameras are solidly utilitarian and get the job done with enough power to give you some creative wiggle room. Those who know how can tweak their pictures by learning the strengths and weaknesses and going to post processing when needed. Unfortunately, there is no RAW support, or you could make even better progress in post. There are also several shooting modes that users might utilize to adapt to the composition of a particular image capture.The main camera operates in a 12.5MP mode by default. I went into settings > settings to keep > camera mode (switch on) so that it remembers I want the 50MP mode and saves it when I open the camera app again. There is no zoom in 50MP mode, but I'd rather crop in on more pixels than use less pixels getting degraded by digital zoom in most use case scenarios.The picture of the steering wheel detail was taken with the 5MP f/2.4 macro lens, auto settings, no post process.The two cloudscapes were captured with the main camera in 50MP mode, auto settings, no post process. You only achieve 50MP when shooting in full aspect ratio. I prefer 16:9 so those images are 37.5MP.The picture of the moon was taken in Pro mode (12.5MP) with 10x zoom, ISO 40 and -2.0ev.The picture of the $1 coin was captured with the main camera at 50MP. I used a 10x macro lens clipped in front of the main camera and did post processing in Snapseed.The picture of the moth was captured with the main camera at 12.5MP and 2x zoom. Post processed in Snapseed.All-in-all: solid value for money and a phone you likely won't upgrade from anytime soon. It has all you need to make it a faithful companion for years.Quick Update: I was out taking Milkyway photos the other night with my mirrorless camera. I did add one image to this review, taken with the A35. The photo of the trees after sunset was during the Blue Hour (low light) with the main camera in 50MP mode, auto settings, lightly edited in Snapseed. The capture was at 1/9th of a second and demonstrates the effectiveness of the Optical Image Stabilization.I was also using the Stellarium app with live view and can attest to the accuracy and responsiveness of the compass sensor on the Galaxy A35. I just keep finding more reasons to love this phone!",5,NA
"36","Cellphone","SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Lilac","R.T.","Reviewed in the United States on November 10, 2024","","I purchased the Samsung Galaxy A35 5G to replace my lost Moto g Power 5G 2023.  I have been using the Motorola Moto g mid range phones for the past five years and decided to go with the Samsung Galaxy over the Moto g Stylus 5G 2024.  I am very pleased with my decision.  The Samsung was slightly more money, but it was worth it,  it offers four years of Android O.S, upgrades compared to only one with the Motorola Moto g series phones,The A35 was very easy to set-up by connecting it to my Samsung Galaxy tablet.  It quickly transferred all of the settings and apps from the tablet.  My first impression of the phone is that it has a brilliant AMOLED display.  It is fast and easy to use, has a better camera system than my previous phone and feels comfortable to hold.  The 5,000 mAh battery charges super fast at 25 watts and lasts a full day.In summary, I am very pleased with my Samsung Galaxy A35 5G smartphone and would recommend it to anyone who is in the market for a reliable mid-range phone.",5,NA
"37","Cellphone","SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Lilac","B. J. Colorafi","Reviewed in the United States on September 12, 2024","A35 is the Sweet Spot in the Galaxy A Lineup","After much research, trial and error, I bought this phone for several reasons:  1) Good screen size.. prefer the larger screen size than s23 or  s23 fe; 2) Adequate/decent performance specs of processor, camera etc 3) Expandable storage 4) Lowest SAR (radiation) values of any modern Esim phone Ive researched.. Yes i know they say its safe non-ionizing radiation... blah blah.. they said smoking and lead paint were ok too. I use my phone A lot.. tell it to the next guy buddy lol.  5) Price was reasonable enough. Anyway, the phone has been generally amazing so far, much faster and smoother than my old one.  Beautiful screen, although every once in a while some text has a barely noticeable very slight flicker on certain apps/ scripts? I shut off adaptive display something or other, which helped, but again barely noticeable and almost never happens.  Generally amazing, very fast, vibrant, and smooth thanks to the quality display and fast refresh rate.  I used a usb-c flash drive along with Samsung's ""Smart switch"" app to backup my old phone (motorola) then transfer onto the A35.  Esim setup was a breeze on US mobile's warp (verizon) network - so long as you have *this model* of the A35, which is the US Version (The US Version is A356u, NOT the cheaper latin american/ international A356E.. and probably also the international A55 could have compatibility issues too.. I dont know - I believe the a55 is only available in an international version - Samsung wants you to buy thd s23 fe instead.. The US unlocked models will have the best compatibility with your carrier if u live in the US - yes they are more expensive... anyway I digress)  So far this phone has been generally great.  I have purchased another one to have two lines on the A35.",5,NA
"38","Cellphone","SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Lilac","bolo919",NA,"5.0 out of 5 stars",NA,5,NA
"39","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","TravelBug","Reviewed in the United States on March 25, 2024","5.0 out of 5 stars","I'm Canadian and as of this writing, the Samsung Canada website has no version of the A15 4G phone for sale (international or Canadian branded). The A15 4G international version definitely works on the Bell network in Canada, and the total cost to get it shipped to my door was around $280 CAD for a phone a little over $160 USD. The phone arrive in perfect condition WITH a phone charger within a few days. I am lifelong Motorola user for my personal phone and have a newish S23 for work. At the USD price of this phone, the A15 4G really does blow away competitor 4G phones at this price range, but I was a bit nervous about leaving my 100% reliable, but super clunky Moto behind.There are a lot of excellent online reviews for the A15 4G/5G, but some of highlights of this international version include full 1080 HD OLED display (which is great), 6 GB of ram (most are 4 GB at this $ range), NFC for financial transactions (less common in sub $200 phones), and the promised extended  support for Android updates / security patches. The 4G is also dual sim, but you have to make a choice with the second slot - either a second sim card OR an SD card for more memory.  Whatever version of the A15 4G/5G phone you purchase, read the phones specs carefully. There are a lot of common features between the various versions of these phones, but differences appear to occur. For instance, the 5G A15 is single sim and Samsung states NFC is region specific. The official version of this phone in Canada only has 4GB of ram at this time.So far this phone has worked extremely well, and it is a user experience that approximates my work S23. You are not going to get a great game experience, world shattering photos or film your YouTube  content with this phone, but it is great for standard phone activities. This is a low end Samsung phone, so that requires a little caution. This phone could well have some unidentified issue that will impact all users (e.g. battery probs. or random rebooting etc.) However, off the starting line, this phone appears to be excellent value.",5,NA
"40","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","asha","Reviewed in the United States on November 29, 2024","","Had mine for a couple months and its still in great condition.",5,NA
"41","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Marcus","Reviewed in the United States on October 18, 2024","Excellent Value.","I believe I've been using this phone for about a year. I can tell you that it's doing everything $500 phone does. In at a fraction of the cost. Good value overall. Camera is good. The processing speed for apps was a big Focus for me. Avoiding slow down and having plenty of internal storage was my main goals. Not deleting any apps for internal space is truly a blessing. Good battery. I would recommend this to anyone who's looking for quality without spending too much.",5,NA
"42","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","BB","Reviewed in the United States on November 4, 2024","5.0 out of 5 stars","Great phone, good price, works well",4,NA
"43","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Max","Reviewed in the United States on December 8, 2024","","Great phone for that price",5,NA
"44","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Lisa hoover","Reviewed in the United States on October 22, 2024","Amazing quality","The phone itself is in excellent condition. It arrived in a day and came with charger cord and box. However when I registered it with my cell carrier i was told it was going to have slower speeds. When I’m not connected to WiFi I literally have NO SERVICE. it’s not 4g or 5g. If I’m out in a slow or poor service area it’s just a pretty paper weight. I guess I’m gonna have to get another one but make sure it’s 5g.",1,NA
"45","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","conan","Reviewed in the United States on October 20, 2024","5.0 out of 5 stars","Very fast, high quality HD pictures, and easy to control. Nice Samsung cellphone.",5,NA
"46","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Tommy Liu","Reviewed in the United States on August 31, 2024","","Good:1. The screen is good for making my eyes comfortable to see.2. I like the design, it is simple and the weight is low3. the camera is good base the price.4. Google Play, YouTube, and other apps work well after a VPN.5. Battery work long (1-2 days)Bad:1. Charging speed to slow, it takes about 2 hours to go to 100%2. The system could be faster. but based on the price, it is acceptable.3. The APP Line can't work here, but it is not the phone's cause.4. Kind of a large size, too large for me, especially as a backup phone.",3,NA
"47","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Angel  Gonzalez","Reviewed in Mexico on September 7, 2024","Extremely good phone for value","me encanto es bueno , bonito  y barato y muy comodo de usar",5,NA
"48","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Amazon Customer","Reviewed in the United Kingdom on October 24, 2024","4.0 out of 5 stars","",5,NA
"49","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Leslie","Reviewed in Mexico on April 20, 2024","","good value, easy to set up",5,NA
"50","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","Amzn Customer (VIC)","Reviewed in Mexico on September 13, 2024","It works","Me ha gustado mucho este celular. Calidad vs precio está increíble. Llegó en muy buenas condiciones nuevo en su caja con todos los sellos de seguridad. Funciona muy bien y en mi caso le puse un sim telcel y no batallé nada para configurarlo. Viene con un sim gratis marca Telmovil me parece que es muy buena opción solo que ya había comprado el de Telcel. En la caja del celular viene manual, garantía, herramienta para poner el sim y la tarjeta micro SD y un cable que sería para cargar pero ambas entradas son tipo C así que no entra al cargador porque ese tiene entrada USB pero creo que se compra un adaptador y listo. Yo tenía un cargador con la misma entrada así que no batallé. La entrega fue súper rápida llegó de un día para otro. En general es muy buen celular.",5,NA
"51","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","gaboss_7","Reviewed in Mexico on April 26, 2024","5.0 out of 5 stars","",4,NA
"52","Cellphone","Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black","gaboss_7",NA,"","Lo compré para una persona que no usa funciones complejas, ni demandantes.Es un gran celular ""de entrada"". O sea que si una persona ha tenido pocos celular antes, o no usa funciones intensas, logrará un gran provecho.Está liberado, por lo que puede usar SIM de cualquier compañía (MX).He viajado al extranjero y basta con comprar un SIM y ponerlo en el celular, y funcionará sin problemas.",4,NA
